user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler
581307,9,9.444444444444445,2,3,0,3,0.1,0.1,480.64,177.33333333333334,5.666666666666667,2,1992-07-18,F,False,False,usa,san antonio,SAT,29.534,-98.47,2023-02-08,33,970,0.5555555555555556,0.0,Delta Air Lines,YMX,1.1759259259259258,1.8,3.5,1.0,0.0,1.0,1.3333333333333333,1.0,9.206757175925926,0.2,1.6666666666666667,,True,
581343,8,38.625,2,2,1,3,0.15,0.15,1062.795,275.5,7.5,2,1999-01-04,F,False,False,canada,halifax,YAW,44.64,-63.499,2023-02-08,26,970,0.5,0.25,Cebu Pacific,HOU,16.820833333333333,2.0,8.5,1.0,1.0,1.5,1.0,0.6666666666666666,116.1460134548611,0.0,1.3333333333333333,,True,
581365,8,11.875,1,1,0,1,0.15,,287.72,189.0,2.0,1,1992-04-10,F,False,False,usa,omaha,OFF,41.118,-95.913,2023-02-08,33,970,0.25,0.0,United Airlines,BWI,1.46875,1.3333333333333333,3.0,1.0,2.0,1.0,1.0,1.0,8.673952256944444,0.0,2.0,,,
581385,8,10.125,0,1,0,1,0.1,0.05,,233.0,4.0,0,1973-06-21,F,True,True,canada,calgary,YYC,51.114,-114.02,2023-02-08,52,970,0.125,0.0,,,1.2583333333333333,2.0,,,,,1.0,1.0,8.72638888888889,0.0,1.0,,,True
581388,8,10.0,1,1,0,1,0.05,0.25,445.88,52.0,7.0,1,1998-02-17,F,False,False,usa,denver,DEN,39.858,-104.667,2023-02-08,27,970,0.25,0.0,American Airlines,PHL,1.2354166666666666,1.3333333333333333,8.0,1.0,1.0,1.0,1.0,1.0,5.809372916666667,0.5,2.0,,,
581409,8,12.5,3,2,0,3,0.1375,,668.41,290.0,2.5,3,1985-09-19,F,False,True,usa,louisville,LOU,38.228,-85.664,2023-02-08,40,970,0.625,0.0,Alaska Airlines,DAL,1.5291666666666666,1.6,3.6666666666666665,1.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,7.877911458333333,0.2,1.6666666666666667,,True,True
581412,8,16.25,2,2,0,2,,0.25,255.22,216.5,3.0,2,1976-03-05,F,False,False,usa,charlotte,CLT,35.214,-80.943,2023-02-08,49,970,0.5,0.0,Air Canada,AUS,2.0125,1.3333333333333333,4.0,1.0,1.0,1.0,1.0,1.0,8.591012934027777,0.0,2.0,,True,
581438,8,15.625,3,3,0,3,0.05,0.2,515.2466666666667,101.66666666666667,5.0,3,1984-02-01,M,True,False,usa,new york,JFK,40.64,-73.779,2023-02-08,41,970,0.75,0.0,American Airlines,BNA,1.9416666666666667,1.3333333333333333,6.333333333333333,1.0,1.0,2.0,2.0,1.0,9.284858391203704,0.16666666666666666,2.0,,True,True
581461,8,10.875,0,1,0,1,0.16666666666666666,,,151.0,1.0,0,2006-05-19,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-08,19,970,0.125,0.0,,,1.3479166666666667,2.0,,,,,2.0,1.0,8.221527777777778,0.0,1.0,,,
581491,9,27.555555555555557,2,2,1,4,0.125,0.1,447.545,181.0,5.0,2,2006-01-21,F,False,False,usa,kansas city,MCI,39.297,-94.714,2023-02-08,19,970,0.4444444444444444,0.25,Air Canada,YYZ,14.533333333333333,1.5,10.5,1.0,0.5,1.5,1.0,0.5,15.58696032986111,0.0,1.0,,True,
581527,9,13.333333333333334,4,4,0,5,0.225,0.1,419.2225,205.5,2.75,4,1986-09-01,F,True,False,usa,san antonio,SAT,29.534,-98.47,2023-02-08,39,970,0.8888888888888888,0.0,Alaska Airlines,LGA,1.651851851851852,1.5,3.75,1.0,0.25,1.0,1.0,0.8,7.088172309027778,0.125,1.6,,True,True
581577,8,16.25,2,2,0,2,0.15,0.05,440.155,148.5,0.5,2,1986-05-12,M,True,False,usa,portland,PWM,43.646,-70.309,2023-02-08,39,970,0.5,0.0,Delta Air Lines,BNA,2.0145833333333334,1.6,2.0,1.0,0.5,1.0,1.0,1.0,7.808795920138889,0.0,2.0,,True,True
581595,9,11.222222222222221,0,0,0,0,0.15,0.15,,,,0,2006-07-13,F,False,True,canada,edmonton,YEG,53.31,-113.58,2023-02-08,19,970,0.0,,,,1.3944444444444444,2.25,,,,,,,,,,,,True
581666,8,16.375,3,3,0,3,0.1,0.1,633.81,191.66666666666666,8.333333333333334,3,1972-05-21,F,True,False,usa,reno,RNO,39.498,-119.768,2023-02-08,53,970,0.75,0.0,Iberia Airlines,JFK,2.0458333333333334,1.3333333333333333,9.666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,8.790725752314815,0.0,2.0,,True,True
581679,8,21.0,1,0,1,2,0.25,0.1,2464.25,,,1,2004-03-01,F,False,True,canada,toronto,YTZ,43.627,-79.396,2023-02-08,21,970,0.125,1.0,Ryanair,BUD,11.402095985416667,1.3333333333333333,17.0,1.0,1.0,2.0,,0.0,,0.0,0.5,True,,True
581685,8,15.0,1,1,0,1,0.15,0.2,398.57,89.0,1.0,1,1966-01-02,F,True,True,usa,new york,LGA,40.777,-73.872,2023-02-08,59,970,0.25,0.0,Southwest Airlines,HOU,1.88125,1.6,2.0,1.0,1.0,1.0,1.0,1.0,10.039368055555556,0.0,2.0,,,True
581721,8,19.875,5,5,0,5,,,391.094,111.6,5.6,4,1980-12-06,F,False,False,canada,toronto,YKZ,43.862,-79.37,2023-02-08,44,970,1.25,0.0,Delta Air Lines,DEN,2.4520833333333334,1.6,7.25,0.8,0.4,1.2,1.2,1.0,7.9259259375,0.0,2.0,,True,
581729,10,27.3,1,0,1,2,0.1,0.125,348.83,,,1,1956-05-19,F,False,False,usa,st. petersburg,SPG,27.765,-82.627,2023-02-08,69,970,0.1,1.0,American Airlines,RME,13.753333333333334,3.3333333333333335,8.0,1.0,0.0,1.0,,0.0,,0.0,0.5,True,,
581770,8,20.0,1,2,0,2,,0.1,490.36,141.5,4.0,1,1968-01-23,F,True,True,canada,vancouver,YVR,49.195,-123.182,2023-02-08,57,970,0.375,0.0,AirTran Airways,DAL,2.4791666666666665,2.6666666666666665,3.0,1.0,0.0,1.0,1.0,1.0,11.876954947916667,0.0,1.5,,True,True
581835,8,20.125,4,5,0,5,0.15,0.125,299.9175,213.4,3.0,3,1985-01-14,F,False,False,usa,detroit,DTW,42.212,-83.353,2023-02-08,40,970,1.125,0.0,American Airlines,LGA,2.4791666666666665,1.3333333333333333,4.5,1.0,0.75,1.5,1.4,1.0,9.946495381944445,0.2222222222222222,1.8,,True,
581858,8,18.75,2,1,0,2,0.3999999999999999,0.15,507.965,55.0,1.0,1,1976-12-04,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-02-08,48,970,0.375,0.0,United Airlines,IAH,2.3125,2.6666666666666665,2.5,1.0,0.5,1.0,1.0,0.5,12.284353993055555,0.3333333333333333,1.5,,True,True
581901,8,16.75,4,4,0,5,0.2,,315.605,286.75,1.75,4,1970-06-12,F,True,False,usa,new orleans,NBG,29.825,-90.035,2023-02-08,55,970,1.0,0.0,Allegiant Air,JFK,2.06875,1.6,2.25,1.0,0.25,1.0,1.0,0.8,9.4431578125,0.25,1.6,,True,True
582002,8,14.0,0,0,0,0,0.15,0.1,,,,0,2006-05-24,F,False,False,usa,tulsa,TUL,36.198,-95.888,2023-02-08,19,970,0.0,,,,1.7395833333333333,1.3333333333333333,,,,,,,,,,,,
582011,8,17.0,4,4,0,4,0.2,,496.355,231.75,2.0,2,1960-04-20,F,True,True,usa,baltimore,BWI,39.175,-76.668,2023-02-08,65,970,1.0,0.0,United Airlines,LGA,2.1041666666666665,1.6,3.75,1.0,0.75,1.25,1.25,1.0,7.065586545138889,0.125,2.0,,True,True
582038,9,16.444444444444443,2,2,0,2,0.1,0.06666666666666667,1186.18,111.5,3.5,2,1995-01-22,F,False,False,usa,norfolk,NGU,36.938,-76.289,2023-02-08,30,970,0.4444444444444444,0.0,American Airlines,PHX,2.062962962962963,1.5,4.5,1.0,2.5,2.0,2.0,1.0,6.698460329861112,0.0,2.0,,True,
582190,8,7.625,0,0,0,0,,0.25,,,,0,1955-07-12,F,True,False,usa,new york,JFK,40.64,-73.779,2023-02-09,70,969,0.0,,,,0.95625,1.6,,,,,,,,,,,,True
582227,8,18.5,3,3,0,4,0.125,0.15,550.3933333333333,236.0,5.666666666666667,2,1993-05-07,F,False,True,canada,halifax,YHZ,44.881,-63.509,2023-02-09,32,969,0.75,0.0,Delta Air Lines,DEN,2.3041666666666667,1.6,4.333333333333333,1.0,0.3333333333333333,1.0,1.0,0.75,9.575511226851852,0.3333333333333333,1.5,,True,True
582241,8,11.25,0,0,0,0,0.1,0.125,,,,0,1983-05-16,F,True,False,usa,bakersfield,BFL,35.433,-119.057,2023-02-09,42,969,0.0,,,,1.3916666666666666,2.0,,,,,,,,,,,,True
582254,8,20.0,4,3,0,4,0.075,0.05,222.56,236.0,4.0,4,1973-11-02,F,False,False,usa,indianapolis,IND,39.717,-86.294,2023-02-09,51,969,0.875,0.0,All Nippon Airways,AUS,2.470833333333333,2.6666666666666665,4.666666666666667,0.75,0.5,1.0,1.0,0.75,6.857478240740741,0.0,1.75,,True,
582319,8,19.375,4,4,0,4,,0.125,1344.235,142.25,4.25,4,1968-01-07,F,False,False,usa,denver,DEN,39.858,-104.667,2023-02-09,57,969,1.0,0.0,American Airlines,LGA,2.4145833333333333,1.3333333333333333,5.5,1.0,0.75,1.25,1.0,1.0,90.76043433159722,0.125,2.0,,True,
582320,9,14.444444444444445,1,2,0,2,,0.075,653.76,124.0,3.5,1,1966-07-07,F,True,False,canada,ottawa,YOW,45.323,-75.669,2023-02-09,59,969,0.3333333333333333,0.0,Air Canada,YVR,1.7740740740740741,1.8,4.0,1.0,0.0,1.0,1.5,1.0,10.503258680555556,0.0,1.5,,True,True
582326,8,18.375,4,4,0,4,,0.1,212.7025,189.25,1.75,4,1978-10-08,F,True,False,usa,baltimore,BWI,39.175,-76.668,2023-02-09,46,969,1.0,0.0,American Airlines,DCA,2.252083333333333,1.3333333333333333,2.75,1.0,1.25,1.0,1.0,1.0,8.244162803819444,0.0,2.0,,True,True
582333,8,20.5,3,3,0,4,0.1,0.125,326.73,151.0,4.0,3,1980-11-02,F,True,False,usa,san antonio,SKF,29.384,-98.581,2023-02-09,44,969,0.75,0.0,American Airlines,HOU,2.55,1.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.75,6.023014641203703,0.16666666666666666,1.5,,True,True
582343,8,14.875,2,2,0,2,0.5,0.125,489.575,203.5,1.5,2,1988-09-06,F,False,False,usa,tampa,MCF,27.849,-82.521,2023-02-09,37,969,0.5,0.0,American Airlines,FAT,1.84375,1.3333333333333333,4.0,0.5,1.0,1.0,1.0,1.0,7.8852557291666665,0.0,2.0,,True,
582446,8,21.625,2,2,1,4,0.15,0.1,471.92,140.0,2.5,2,1990-09-10,F,False,True,usa,rochester,ROC,43.119,-77.672,2023-02-09,35,969,0.5,0.25,All Nippon Airways,SEA,4.500810575,1.3333333333333333,8.5,1.0,0.5,1.0,1.0,0.5,9.667403038194445,0.5,1.0,,True,True
582482,9,15.555555555555555,1,2,0,2,0.1,0.15,584.72,66.0,2.5,1,1983-06-25,F,True,False,usa,brownsville,BRO,25.907,-97.426,2023-02-09,42,969,0.3333333333333333,0.0,United Airlines,YMX,1.9537037037037037,2.25,4.0,1.0,1.0,1.0,1.5,1.0,6.618356336805555,0.0,1.5,,True,True
582484,8,20.875,3,3,0,3,,,207.19333333333333,182.33333333333334,1.6666666666666667,3,1985-06-02,F,True,True,usa,indianapolis,IND,39.717,-86.294,2023-02-09,40,969,0.75,0.0,JetBlue Airways,EFD,2.5833333333333335,1.3333333333333333,3.0,1.0,0.6666666666666666,1.0,1.0,1.0,7.14413587962963,0.0,2.0,,True,True
582577,9,13.0,3,3,0,3,0.125,,364.29333333333335,189.66666666666666,1.6666666666666667,3,1982-09-04,F,True,True,usa,dallas,DAL,32.847,-96.852,2023-02-09,43,969,0.6666666666666666,0.0,Air Canada,CMH,1.6351851851851853,1.8,2.6666666666666665,1.0,0.6666666666666666,1.0,1.0,1.0,8.444702604166666,0.0,2.0,,True,True
582586,8,6.375,0,0,0,0,0.1,0.1,,,,0,1935-05-10,F,True,False,usa,chicago,ORD,41.979,-87.904,2023-02-09,90,969,0.0,,,,0.7875,1.6,,,,,,,,,,,,True
582636,9,15.666666666666666,2,2,0,2,0.1,,299.275,255.5,1.0,2,1973-05-01,F,False,False,usa,omaha,OFF,41.118,-95.913,2023-02-09,52,969,0.4444444444444444,0.0,American Airlines,NCA,1.9462962962962962,1.5,2.5,1.0,1.0,1.0,1.0,1.0,8.3669,0.0,2.0,,True,
582664,8,14.125,1,1,0,1,0.2,0.1,933.5,343.0,3.0,1,1969-10-13,F,True,True,usa,anchorage,MRI,61.214,-149.846,2023-02-09,55,969,0.25,0.0,American Airlines,DET,1.7458333333333333,1.6,5.0,1.0,0.0,1.0,1.0,1.0,11.398539409722222,0.0,2.0,,,True
582723,9,18.333333333333332,4,4,0,4,0.125,0.18333333333333332,882.7475,186.25,4.0,4,1975-10-19,F,True,True,usa,new york,LGA,40.777,-73.872,2023-02-09,49,969,0.8888888888888888,0.0,AirTran Airways,LAX,2.2425925925925925,1.8,5.25,1.0,0.25,1.25,1.25,1.0,9.143485460069444,0.25,2.0,,True,True
582729,8,8.625,0,0,0,0,0.15,0.15,,,,0,1961-07-09,F,True,True,usa,kansas city,MCI,39.297,-94.714,2023-02-09,64,969,0.0,,,,1.0666666666666667,1.3333333333333333,,,,,,,,,,,,True
582768,8,18.0,5,4,0,5,0.3,,870.924,298.25,4.25,4,1981-05-28,F,True,False,usa,chicago,ORD,41.979,-87.904,2023-02-09,44,969,1.125,0.0,Southwest Airlines,AUS,2.23125,1.6,5.4,1.0,0.4,1.2,1.0,0.8,62.124147352430555,0.0,1.8,,True,True
582785,8,17.625,6,6,0,6,0.05,,459.8516666666667,125.0,2.0,6,1970-02-17,F,False,True,usa,stockton,SCK,37.894,-121.239,2023-02-09,55,969,1.5,0.0,Air Canada,LAX,2.1708333333333334,1.6,3.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.0,7.071596875,0.08333333333333333,2.0,,True,True
582796,9,21.22222222222222,0,1,0,1,0.1,0.05,,139.0,21.0,0,1999-05-04,F,False,False,canada,toronto,YKZ,43.862,-79.37,2023-02-09,26,969,0.1111111111111111,0.0,,,2.6074074074074076,1.8,,,,,2.0,1.0,17.209722222222222,0.0,1.0,,,
582801,8,21.375,3,3,1,4,0.1,0.05,273.74,155.33333333333334,7.666666666666667,2,1972-09-15,F,True,False,usa,milwaukee,MKE,42.947,-87.896,2023-02-09,53,969,0.75,0.16666666666666666,Delta Air Lines,JFK,4.2078557375,1.6,9.666666666666666,1.0,1.0,1.3333333333333333,1.0,0.75,99.42100381944445,0.3333333333333333,1.5,,True,True
582828,8,14.75,3,1,0,3,,0.13333333333333333,410.6666666666667,832.0,2.0,3,1993-07-02,F,False,False,usa,san antonio,SAT,29.534,-98.47,2023-02-09,32,969,0.5,0.0,American Airlines,UGN,1.8145833333333334,1.3333333333333333,3.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,5.988828993055556,0.25,1.3333333333333333,,True,
582833,8,20.375,2,1,0,2,0.1,0.1,418.5,167.0,1.0,2,1980-09-06,F,False,False,usa,detroit,YIP,42.238,-83.53,2023-02-09,45,969,0.375,0.0,AeroMéxico,LGA,2.54375,1.3333333333333333,1.5,1.0,0.5,4.0,4.0,0.5,7.1321972222222225,0.0,1.5,,True,
582903,9,41.888888888888886,1,1,1,2,0.25,,1219.62,171.0,1.0,1,2000-06-17,F,False,False,canada,toronto,YZD,43.742,-79.466,2023-02-09,25,969,0.2222222222222222,0.5,United Airlines,RND,15.777777777777779,1.8,2.0,1.0,2.0,3.0,3.0,0.5,6.6362078125,0.0,1.0,True,,
582979,9,23.22222222222222,6,5,0,6,0.1,0.1,445.3466666666667,159.6,2.8,5,1977-08-28,F,False,False,usa,reno,RNO,39.498,-119.768,2023-02-09,48,969,1.222222222222222,0.0,American Airlines,FAT,2.8685185185185187,1.5,4.833333333333333,1.0,0.5,1.0,1.0,0.8333333333333334,7.6360306597222225,0.18181818181818182,1.8333333333333333,,True,
582995,8,15.375,3,3,0,4,0.2,,277.18333333333334,155.66666666666666,3.0,3,1983-09-01,F,False,False,usa,omaha,OFF,41.118,-95.913,2023-02-09,42,969,0.75,0.0,Alaska Airlines,DEN,1.9020833333333333,1.6,3.3333333333333335,1.0,0.3333333333333333,1.0,1.0,0.75,7.438482407407407,0.16666666666666666,1.5,,True,
583016,8,14.375,1,1,0,1,0.25,,42.69,63.0,2.0,1,1981-06-08,F,True,True,usa,laredo,LRD,27.544,-99.461,2023-02-09,44,969,0.25,0.0,Ryanair,RND,1.7895833333333333,1.6,4.0,1.0,0.0,1.0,1.0,1.0,8.3692234375,0.0,2.0,,,True
583023,8,17.875,2,3,0,3,,0.1,103.315,346.3333333333333,3.3333333333333335,2,1970-09-21,F,True,False,usa,cleveland,CLE,41.412,-81.85,2023-02-09,55,969,0.625,0.0,Allegiant Air,CLT,2.19375,1.6,2.0,1.0,0.5,1.0,1.6666666666666667,1.0,6.0877221643518515,0.2,1.6666666666666667,,True,True
583038,8,18.0,3,2,0,3,0.1,0.13333333333333333,161.35,160.5,2.5,3,1979-04-26,M,True,False,usa,chicago,MDW,41.786,-87.752,2023-02-09,46,969,0.625,0.0,American Airlines,DCA,2.23125,1.6,7.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,5.433591059027778,0.4,1.6666666666666667,,True,True
583052,8,19.125,4,4,0,4,0.175,0.13333333333333333,421.8875,119.0,3.25,4,1982-02-12,F,False,False,usa,miami,MIA,25.793,-80.291,2023-02-09,43,969,1.0,0.0,AirTran Airways,AUS,2.33125,1.6,4.5,1.0,0.75,1.25,1.25,1.0,4.930538324652778,0.5,2.0,,True,
583070,8,16.75,3,1,0,3,,0.1,559.47,525.0,2.0,2,1997-10-10,F,False,True,usa,new york,LGA,40.777,-73.872,2023-02-09,27,969,0.5,0.0,United Airlines,DEN,2.058333333333333,1.3333333333333333,5.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,8.832844618055555,0.0,1.3333333333333333,,True,True
583087,8,21.0,3,3,0,3,,0.1,287.2266666666667,126.33333333333333,3.6666666666666665,2,1978-01-18,F,True,True,usa,chicago,UGN,42.422,-87.868,2023-02-09,47,969,0.75,0.0,JetBlue Airways,LGA,2.6125,1.6,5.333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,8.321124363425925,0.16666666666666666,2.0,,True,True
583120,8,35.125,2,1,1,3,0.35,0.1,2645.405,191.0,3.0,2,1971-04-05,F,True,True,usa,stockton,SCK,37.894,-121.239,2023-02-09,54,969,0.375,0.3333333333333333,JetBlue Airways,RKE,16.25625,1.6,9.0,1.0,1.5,2.0,1.0,0.3333333333333333,6.851082986111111,0.0,1.0,True,True,True
583134,8,16.125,1,1,0,1,0.075,0.15,205.85,231.0,0.0,1,1989-10-07,F,False,False,usa,minneapolis,MSP,44.88,-93.217,2023-02-09,35,969,0.25,0.0,Delta Air Lines,YZD,2.0,1.6,1.0,1.0,1.0,1.0,1.0,1.0,4.524222395833333,0.5,2.0,,,
583166,9,18.88888888888889,1,0,1,2,0.15,,1016.66,,,1,2003-04-05,F,False,True,usa,columbus,CMH,39.998,-82.892,2023-02-09,22,969,0.1111111111111111,1.0,TAP Portugal,LIS,9.908678287037038,1.5,12.0,1.0,0.0,1.0,,0.0,,0.0,0.5,True,,True
583190,8,14.375,0,0,0,0,0.13333333333333333,,,,,0,2003-01-27,F,False,False,usa,honolulu,HNL,21.316,-157.927,2023-02-09,22,969,0.0,,,,1.7875,1.6,,,,,,,,,,,,
583200,8,12.875,2,1,0,2,0.125,0.11666666666666667,556.805,162.0,4.0,2,1983-07-20,F,True,False,usa,new york,LGA,40.777,-73.872,2023-02-09,42,969,0.375,0.0,Alaska Airlines,AUS,1.6166666666666667,2.6666666666666665,4.5,1.0,1.0,1.0,1.0,0.5,4.653662326388889,0.3333333333333333,1.5,,True,True
583297,8,16.0,4,4,0,4,0.075,,564.48,177.0,3.25,3,1969-10-28,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-02-09,55,969,1.0,0.0,American Airlines,BNA,1.9958333333333333,1.6,5.0,1.0,0.5,1.0,1.0,1.0,10.06922439236111,0.125,2.0,,True,True
583335,8,18.5,2,2,0,2,0.05,0.05,709.845,159.0,0.5,2,2005-07-21,F,False,True,usa,san jose,SJC,37.362,-121.929,2023-02-09,20,969,0.5,0.0,Southwest Airlines,FTW,2.3208333333333333,1.3333333333333333,2.0,1.0,0.5,1.5,1.5,1.0,7.818434201388889,0.25,2.0,,True,True
583336,9,15.777777777777779,1,2,0,2,0.2,,280.75,129.0,6.0,1,1987-10-07,F,False,True,usa,columbus,CMH,39.998,-82.892,2023-02-09,37,969,0.3333333333333333,0.0,United Airlines,FTW,1.9462962962962962,2.25,3.0,1.0,0.0,1.0,1.0,1.0,13.783633680555555,0.0,1.5,,True,True
583342,8,11.25,0,2,0,2,,0.05,,103.5,7.0,0,1957-10-16,F,False,False,usa,riverside,RIV,33.881,-117.259,2023-02-09,67,969,0.25,0.0,,,1.4083333333333334,2.0,,,,,1.0,1.0,5.7184027777777775,0.5,1.0,,,
583446,8,14.875,3,4,0,4,0.2,,1016.66,277.0,3.5,3,1990-01-17,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-02-09,35,969,0.875,0.0,AirTran Airways,JFK,1.8166666666666667,1.3333333333333333,4.333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.75,1.0,9.179978255208333,0.14285714285714285,1.75,,True,
583454,8,17.125,1,1,0,1,,0.2,232.56,123.0,1.0,1,2002-05-19,F,False,True,usa,montgomery,MXF,32.379,-86.362,2023-02-09,23,969,0.25,0.0,Allegiant Air,LGA,2.127083333333333,1.6,3.0,1.0,1.0,1.0,1.0,1.0,9.543547743055555,0.0,2.0,,,True
583483,8,15.375,1,1,0,1,0.11666666666666667,0.05,654.42,140.0,2.0,1,1988-02-16,F,True,False,usa,philadelphia,PNE,40.082,-75.011,2023-02-09,37,969,0.25,0.0,American Airlines,LSQ,1.9104166666666667,1.6,3.0,1.0,0.0,1.0,1.0,1.0,4.735117708333333,0.5,2.0,,,True
583486,9,18.11111111111111,4,4,0,4,,,602.725,156.25,2.25,3,1979-02-04,F,True,False,usa,houston,HOU,29.645,-95.279,2023-02-09,46,969,0.8888888888888888,0.0,United Airlines,LGA,2.2333333333333334,1.8,4.25,1.0,1.0,1.5,1.5,1.0,7.769897439236111,0.0,2.0,,True,True
583490,8,7.0,0,1,0,1,0.3,0.1,,215.0,6.0,0,1999-07-16,M,False,False,usa,los angeles,LAX,33.942,-118.408,2023-02-09,26,969,0.125,0.0,,,0.8791666666666667,1.3333333333333333,,,,,1.0,1.0,3.0965277777777778,0.0,1.0,,,
583499,8,16.875,3,3,0,3,0.05,0.08333333333333333,697.3,118.33333333333333,2.6666666666666665,3,1975-06-23,F,False,False,canada,ottawa,YOW,45.323,-75.669,2023-02-09,50,969,0.75,0.0,Air Canada,EFD,2.0708333333333333,2.0,3.6666666666666665,1.0,1.6666666666666667,2.0,2.0,1.0,8.452450983796297,0.5,2.0,,True,
583526,9,11.777777777777779,2,3,0,3,0.15,0.23333333333333334,534.99,119.66666666666667,5.0,2,1993-03-22,F,False,True,usa,san jose,SJC,37.362,-121.929,2023-02-09,32,969,0.5555555555555556,0.0,American Airlines,ORD,1.461111111111111,1.5,3.0,1.0,0.5,1.0,1.0,1.0,17.524665972222223,0.0,1.6666666666666667,,True,True
583612,9,15.0,4,3,0,4,0.1,,1648.0775,221.33333333333334,8.0,4,1984-07-22,F,False,True,usa,st. louis,STL,38.748,-90.36,2023-02-09,41,969,0.7777777777777778,0.0,AirTran Airways,DAL,1.8407407407407408,1.5,8.0,1.0,0.5,1.25,1.0,0.75,117.5924035300926,0.0,1.75,,True,True
583623,8,14.5,1,1,0,1,,0.05,633.95,142.0,3.0,1,1969-02-14,F,False,True,usa,tucson,TUS,32.116,-110.941,2023-02-09,56,969,0.25,0.0,American Airlines,YHU,1.775,1.6,4.0,1.0,0.0,1.0,1.0,1.0,8.844527604166666,0.0,2.0,,,True
583664,9,12.11111111111111,2,2,0,2,0.1,0.1,164.665,120.0,0.5,1,1976-01-04,F,True,False,usa,detroit,DET,42.409,-83.01,2023-02-09,49,969,0.4444444444444444,0.0,AirTran Airways,MDW,1.5092592592592593,1.8,2.0,1.0,0.5,1.0,1.0,1.0,6.89370703125,0.0,2.0,,True,True
583759,8,12.75,1,2,0,2,,0.1,115.02,188.5,5.0,1,1987-01-07,F,False,True,usa,akron,AKR,41.038,-81.467,2023-02-09,38,969,0.375,0.0,American Airlines,LGA,1.6041666666666667,1.3333333333333333,3.0,1.0,0.0,1.0,1.0,1.0,5.432154079861111,0.0,1.5,,True,True
583764,8,12.75,2,2,0,2,,,1999.26,253.0,3.0,2,1979-08-21,F,False,True,usa,honolulu,HNL,21.316,-157.927,2023-02-09,46,969,0.5,0.0,Delta Air Lines,LSQ,1.5916666666666666,1.3333333333333333,4.5,1.0,2.5,2.5,2.5,1.0,9.551502083333334,0.0,2.0,,True,True
583931,8,18.375,2,3,0,3,0.1,0.075,50.535,140.66666666666666,3.3333333333333335,2,1975-10-02,M,False,False,usa,newark,EWR,40.692,-74.169,2023-02-09,50,969,0.625,0.0,Delta Air Lines,JFK,2.2729166666666667,1.6,6.0,0.5,0.5,1.0,1.0,1.0,6.542651215277778,0.2,1.6666666666666667,,True,
583955,8,16.25,0,0,0,0,0.075,0.1,,,,0,1996-07-15,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-09,29,969,0.0,,,,2.01875,4.0,,,,,,,,,,,,
583976,8,10.625,2,2,0,2,0.2,0.11666666666666667,214.095,249.5,3.0,2,1985-08-18,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-02-09,40,969,0.5,0.0,Ryanair,LSV,1.3395833333333333,1.6,4.0,1.0,0.0,1.0,1.0,1.0,7.675313888888889,0.75,2.0,,True,True
584001,8,12.125,1,1,0,1,,,782.65,278.0,1.0,1,2006-10-21,F,False,False,canada,calgary,YYC,51.114,-114.02,2023-02-09,18,969,0.25,0.0,United Airlines,ORD,1.4979166666666666,1.6,2.0,1.0,1.0,2.0,2.0,1.0,10.029538541666668,0.0,2.0,,,
584012,8,12.25,2,2,0,2,0.15,0.1,265.9,107.0,3.0,2,1976-11-28,F,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-02-09,48,969,0.5,0.0,JetBlue Airways,DCA,1.5229166666666667,1.3333333333333333,4.5,1.0,1.0,1.0,1.0,1.0,8.899542100694445,0.0,2.0,,True,True
584030,8,19.75,4,4,0,4,0.13333333333333333,,332.505,191.25,1.25,4,1970-11-08,F,True,True,usa,chicago,ORD,41.979,-87.904,2023-02-09,54,969,1.0,0.0,Aer Lingus,LGA,2.4291666666666667,2.0,2.75,1.0,0.5,1.0,1.0,1.0,6.447664973958333,0.125,2.0,,True,True
